Song Name,Duration,Album,Artists,Artist_id,Album_id,Genre,Release_Date
Distrust the Magician,5:63,Unessential Oils,Unessential Oils,34dPqKupUgAXZRn6beb0Zu,7wv2WyE90zTTbgEGKVWtaq,,2024-05-31
Hanging Around,3:23,Ragged - EP,Ragged,0mn1cbuVs8djQJlvkbcKDs,2hRkHwY4LUlfTe77r6jvuv,dunedin indie,2015-03-24
Seven,3:76,Seven,Men I Trust,3zmfs9cQwzJl575W1ZYXeT,68IwzjI0zUeudLKdFYDcjS,"indie pop, pov: indie",2018-09-06
There's a New Day Coming,2:39,There's a New Day Coming / Tommy Don't,"Menahan Street Band, Saundra Williams",1PryMSya1JnSAlcwYawCxp,6kiRtcBuceI22ZhEFcvkdc,"brass band, instrumental funk",2019-11-22
Oh I Miss Her So,4:18,Float Back To You,"Holy Hive, Mary Lattimore",1AcZuMRjIAdmksbzApOXnw,3QAqLB0l9c1OD2GG2fsW5F,,2020-05-29
Cannock Chase,4:11,"Crying, Laughing, Loving, Lying",Labi Siffre,5CzlICF8GCY0pRC82MKrhX,3KJxMjUnBZu3jLeQTIe6aQ,classic uk pop,1972
This Is How Running Feels,3:27,Psychedelic Melancholia,Felipe Gordon,7rQKvsWUOJgXmInx2JuaXj,70r249uIYtbUDAAiZIor9S,"jazz house, lo-fi house",2023-12-15
Cinnamon Curls,4:11,Cinnamon Curls,Tom Misch,1uiEZYehlNivdK3iQyAbye,49F31VHQxwOLpTRBsQboBL,"indie soul, jazz pop",2024-06-13
Waking Up,4:67,Waking Up,Washed Out,5juOkIIy18sFw9L30syt1Z,2voKEkY95BCtN0rTgQoGGQ,"chillwave, indietronica, neo-synthpop",2024-06-13
The Next Episode,2:69,2001,"Dr. Dre, Snoop Dogg",6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,"g funk, gangster rap, hip hop, rap, west coast rap",1999-11-16
Yellow Calcite II,2:5,Gold Fiction Loop Garden,Imaginary Softwoods,7KUvseAKmkJLnTRikLsaPG,1xuprH46uojeEL4YAPx6YG,"ambient, drift, fourth world, j-ambient, pastoral",2019-06-14
Moments In Love,9:39,Late Night Tales: Floating Points,Kara-Lis Coverdale,5pHUdo5THDtmE9yu3iC2hA,1LhNRSweuF57DJ2IbWrKx8,"electra, spectra",2019-03-29
sunday,4:41,What Kind of Blue Are You?,Winter,4Eun8YBC7P0psGdIf0GRtl,78h5X8ibgjBxrM48kvYLGF,"modern dream pop, nu gaze",2022-10-14
Y Gwydd - Radio Edit,3:82,Y Gwydd (Radio Edit),Huw Marc Bennett,6uYq0k8pis5LPGzdFRM5FJ,4W0NOkttgn5fjLfOoyMdcT,uk contemporary jazz,2023-04-13
The Dress,3:08,Absolutely,Dijon,0knGpCTbmG4ctl1wzYRZs4,4E691gbRgo2Zb6ToII2DWO,bedroom soul,2021-11-05
The Closest I got to Her (End of Summer),2:52,Five Seasons,Eje Eje,2XwZWcJJesoUsXZwnSXLSy,5MeF06x1YqHUZdf4LUbHzv,,2023-07-28
Talisman,4:28,Moon Safari,Air,1P6U1dCeHxPui5pIrGmndZ,5dmYtZVJ1bG9RyrZBRrkOA,"ambient pop, downtempo, electronica, indietronica, trip hop",1998-01-16
Still Beating,3:03,This Old Dog,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,4NNq2vwTapv4fSJcrZbPH7,"edmonton indie, lo-fi indie, pov: indie, slacker rock",2017-05-05
FourSixty - Instrumental,3:22,Lotus Glow (Instrumental),Adi Oasis,5RRfTrwXUGYiBB0DMV4hyh,2KKQXR0u8CQv9znYb8jRFD,"indie r&b, indie soul",2023-08-18
Love Story,2:16,Black Velvet,O'Donel Levy,0F80uiQjVrZ1gl7aHsYzc0,4RbaDrgQCOI5ZNmqUbCqR3,"jazz funk, rare groove, soul jazz",1971
I'm Not In Love,6:11,The Original Soundtrack,10cc,6i6WlGzQtXtz7GcC5H5st5,1CMgmJjMFskwwmK8h8j1Oj,"album rock, art rock, classic rock, glam rock, mellow gold, new romantic, soft rock, symphonic rock, yacht rock",1975
Sundown,4:81,Sundown,Eddie Chacon,7MSoMSIgrEtwDJ0iUCJwSD,6fvMxeW8dDwBHu9YXh36qW,oakland indie,2023-03-07
Pietre Roventi,5:41,Stasi,Populous,5Uy8Skuxzxf38jMDTndKIU,2ujVgmWjfYJHYYmDeiWjeh,"indie electronica, italian electronica, latintronica, pop electronico, puglia indie",2021-06-11
Foolish Man,4:1,Foolish Man,Jack J,5AIM76YeoaHOzyUHbg4UKl,1H6VvTeU66xs6FMVWKc85P,canadian house,2023-06-09
Around,4:29,Giving Without Receiving Is Acting Like the Sun,Paul Ruben,5FUEdnCtZ4FMaYmeuNErzq,20dPJGJO9SKIKC2fca58aU,austrian indie,2020-06-06
Something to Do in the Future,2:77,Ugh,Ebi Soda,14oHFzpCSWX1koQIlZbjFU,4uMUx3Noj1xwAfE2oCXXCj,uk contemporary jazz,2020-05-22
Ensueño,4:17,Godtet,GODTET,09OgHVPSgCgflZLrGScfE9,09VZWAXmXb3QmghmslhLBR,,2017-10-27
Party And Bullshit,3:66,Whos The Man ? Soundtrack,The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb,2lka9gSjkghBBSjktHnN6o,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1993-04-20
Flute Loop,1:91,Ill Communication,Beastie Boys,03r4iKL2g2442PT9n2UKsx,6lfjbwFGzQ6aSNP1N3JlT8,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",1994-05-23
Comin' Thru,3:5,Fish Outta Water,Chali 2na,1ZJlXFkFDBsjSuYyjVcMkk,5AkxzwXNKb2Nf7RoFG1g0d,"chicago rap, turntablism",2009-06-23
Don't Sweat The Technique,4:38,Don't Sweat The Technique,Eric B. & Rakim,6jHG1YQkqgojdEzerwvrVv,5iaxBk4qVHAMp9vtYSoEBM,"bboy, east coast hip hop, golden age hip hop, hip hop, old school hip hop",1992-06-23
Fearless,2:38,Wild Style,Froogle,1SoqIsFiUIuOm401HsEQso,1ek4iWWxAsvaLjym9EXoZC,modern indie pop,2024-01-09
Air Instrumental,1:88,Collection Particuli​è​re,Omertà,6lJ2Or3ZOyWAvqak0eiMQj,4Wc8ewky25feLiKAThSyGt,,2019
Parks & Demos,4:8,Welcome to Hell,Joseph Shabason,7xoTSPGUr9u8FWR4G8AWoS,6CX2ZlLVDePdI6CBHrWUEs,"experimental ambient, fourth world",2023-10-20
Cut to the Chase,6:9,Point Of No Return,Malcolm Strachan,7jPBgToxFWmBo0MW3PdHgD,6us7FtJ8v6qnsrY0IFKh3N,,2023-01-27
After Time,2:53,Mrs Cruff,Mr. Scruff,2B0PgHZi2zaDqjKe86Gaip,1FpSQTlBhzL316EFkXRWHz,"downtempo, electronica, jazztronica, trip hop",1997
retrouver l'aube - A COLORS SHOW,5:44,retrouver l'aube - A COLORS SHOW,Béesau,5m6hZJfUOm9EPFyiLIRjSs,0JUqosvegD6erfFCWmxE1B,,2023-09-11
Five Hundred Miles,5:89,Unreleased Tapes 1981-1984,Mamman Sani,3AWprtbEToKCq6Xzz0tTX4,0WPlTRAza6DYPWTFmfhgXT,"african electronic, minimal synth, musique nigerienne",2015-11-12
Rain Jacket,2:91,Golden Pear,Omni Gardens,1LCXHSFYrRpIN27BkeU4Pc,3QakGzV0tV7NxaapmxmUF1,experimental ambient,2023-10-27
Image I (Joseph Shabason Remix),4:6,Image I (Joseph Shabason Remix),"Gan Gemi, Joseph Shabason",7wkHx3fIGiREy0nBgXrZya,1P0mfXD9jfAcD0LBsjMYoh,,2024-01-31
I Fast Early,2:41,A Forest of Polarity,Rooftops,4HBe2DscKcmFAjL1ml3Lx6,6MUQF78jqyNY73S9XbcF8o,instrumental math rock,2010-05-18
Stop Making Yourself Miserable - Remaster 2019,5:79,Life in Cycles (Remaster 2019),Vasudeva,5uvVjg5SwNjvNE4w7HlGJC,22S3IO6xlQvCrcgVl2Q8hp,instrumental math rock,2013-02-07
Teleblister,5:48,No Drum and Bass in the Jazz Room,Clever Girl,7663vNncj70kCkfsi5eMNf,5fVQB6vI2BiezkTxU0BJIr,"british math rock, instrumental math rock, math rock",2018-11-23
Doughnut,3:69,Intra Mental,Stage Kids,6PA6cOkr31WIibRMDZXZkU,0Lx7i91oEDoGwzy4Bp07al,"instrumental math rock, math rock",2016-05-28
Every Piece Matters,3:67,Handmade Cities,Plini,3Gs10XJ4S4OEFrMRqZJcic,4cJ8qhE71x97swkaMQhGcr,"djent, instrumental math rock, instrumental rock, progressive jazz fusion",2016-08-26
Suda,3:05,Grow,Chon,2JFljHPanIjYy2QqfNYvC0,35qo348k014R2DO3vJXj2q,"instrumental math rock, instrumental rock, progressive jazz fusion, san diego indie",2015
Black Panta,4:54,Dub-Triptych,The Upsetters,12CNljuN6DW9e5x61FS03b,5hFndCYMsBCmTMpwOZu0jl,"dub, reggae, rocksteady, roots reggae",2004-04-19
Astral Traveling,5:84,Thembi,Pharoah Sanders,3JLUCojZaHrX2LaUkSj7Ud,4Dz5vD2zfKr8OVtIgpcWOy,"avant-garde jazz, free jazz, hard bop, jazz, jazz funk, jazz saxophone, spiritual jazz",1971
Existe Uma Voz,3:76,Curyman,Rogê,2qLU3VUpp3uV2Oyf786FC3,05NiQkAFwyas6XwckmzsJ8,violao,2023-03-03
Uthinina,4:67,Something to Say,Sipho Gumede,70qTlM4lQsyQKSX6ZG56mn,6YbmiMDTrizUuYmctdcgfJ,"kwaito, south african jazz",2023-02-24
Sunday City Sequence,6:0,Digital & Rare Vol. 1,A Forest Mighty Black,4zPCP1wMTDpEWsMWtMvPv5,1kYon4xsRwKpbVTJDG1UFJ,trip hop,2005-08-01
Leave My Home,3:7,Leave My Home,FKJ,2FwDTncULUnmANIh7qKa5z,71y9TvXQwd3YN2UKH8FhaY,"filter house, indie soul",2019-03-08
You're On My Mind,4:31,Geography,Tom Misch,1uiEZYehlNivdK3iQyAbye,0hDnsNkxpMDZrpBlGjldtW,"indie soul, jazz pop",2018-04-06
Beacon,3:57,Beacon,Matt Duncan,7gRH7pJQJaAvrwvi8STYEl,4LM0yqf8JFZM0znpmZ3N2x,"lexington ky indie, retro soul",2010-05-01
Electric U,2:86,Electric U,Kid Bloom,5CXdWANGwYYRPClH6hhC0P,5ZHpLNkTHkhNhuDwQbpFwY,pov: indie,2016-06-07
Lua,3:77,Lua,"Winter, Nailah Hunter",4Eun8YBC7P0psGdIf0GRtl,2sc7BcR6GQUWc4Jw2gJlGM,"modern dream pop, nu gaze",2021-11-11
clarity,2:33,fragments,Rachika Nayar,6afqNtQw2IUvXw6JeIRgQZ,67EzhMUZJBwTnXpnnSY6Jx,"pastoral, spectra",2021-08-13
Tone Shack,1:4,FOSHIRA,"Foshe, Indira Elias",0KCuUspc7QtrKkeTqXGHKZ,6S64R5mbSiFuRJgyQ1Nowy,australian house,2023-09-26
Antenna,3:54,The North Borders,Bonobo,0cmWgDlu9CwTgxPhf403hb,7sN6lCgPf1rbZYmA3edMKv,"downtempo, electronica, indietronica, instrumental hip hop, jazztronica, nu jazz, trip hop",2013-03-21
Amango - Edit,3:14,Amango,"Plage 84, Tulliae, Dodji Efoui",7dwoKc64TML5mj1uPvPL6A,6oWyM0RrYHF05Eg16d3WFi,,2020-02-13
There and back again,2:21,Pollination,Offthewally,5szdoaeT1yHXbbj6w6z2eD,5vKkhNyqLKV6QZ3qIPP6LN,,2023-05-26
Tropical Suite: São Paulo,2:12,Tropical Suite,Poni Hoax,7Dl9ZgaSmEt7a8aWMlAHXD,6C67gFfjaikafMKHgHHit3,"electrofox, french indie pop, french indietronica, rock independant francais",2017-02-03
Sunshine in 1929,3:75,People On Sunday,Domenique Dumont,6kNluNBHa4sh5BKIvyiDgf,28FDXQ7lbkhDQBN7fhxbh4,"experimental pop, fluxwork, fourth world",2020-11-13
Barrio Hustle,3:24,Barrio Hustle,Hermanos Gutiérrez,73mSg0dykFyhvU96tb5xQV,2AEaojPi8YQ9nXo7pip5lV,,2024-05-16
Cold,3:35,Cold,Flawed Mangoes,4MrQDA45Gd0llLrwFUzimG,6elmTOi3sOIcpmBNAGfbAV,"chill pop, corecore",2024-05-15
Free,5:46,Day/Night,Parcels,3oKRxpszQKUjjaHz388fVA,2FJj7NVoRCAwjFus0O1BXd,"aussietronica, indie soul",2021-11-05
Oubladi,2:49,II,"GODTET, Mariam Sawires",09OgHVPSgCgflZLrGScfE9,4sJkU42hL8LGeFiHmwOS6T,,2019-07-19
Rain is still fine,4:92,Elements,Club Rivera,1L4K8LgLv7PjcRWILPgKZs,3RhxqTTmoS4mc1mQHRAtHp,,2023-11-17
Apogee of Hypnos,5:28,Theodor,Theodor,0oC6aXGEJhraxWOKGBm9NZ,6vw53YLRZyKgkzrWKuWQC8,,2023-02-24
Fluttering,3:47,Fluttering,Telemakus,2tgOGRSlg4TCPaXr3kDRK6,13R2OnIee8RUqh0BumMQfY,uk contemporary jazz,2024-03-07
Islands,7:61,"Islands, Pt. 3",Jupi/ter,1lgvQ2wmUIPUPyijtFXF8x,6XFN9uEpCDmHwoRpYVzzTZ,"modular synth, organic ambient",2023-09-19
Sold Me a Dream - Terry Tracksuit Edit,2:85,Sold Me a Dream (Terry Tracksuit Edit),"Sam Evian, Mild High Club, Hannah Cohen",5MXsi1oKkm8LuStuKkMdzu,2O4jdVnB7QgVETMA17wQ46,neo-psychedelic,2022-04-11
Wiegenmusik,2:55,Under Canvas,Simon Lovermann,2nWefmRaZ5x1QNWjbPD7xr,1lROjehfzhZ3RA6CiU6FmL,,2023-10-27
Sunset,2:96,Resavoir,Resavoir,4Sl3fpSDeo9cMb3ouKm0rV,6QRm9wKyda7mjHJxmYbLs2,experimental jazz,2023-11-03
Land of Waterfalls,3:05,Glacial Speed,"Floating Action, Michael Nau",01Ru0hfWYNVxQHtFkvYY7r,1QeYx5M4yIwJY4coeIqyF4,asheville indie,2023-10-13
Harmonicas Are Shite,6:52,Maim That Tune,Fila Brazillia,2wss0kNi7zdZTrxnCFxSQW,1UruvVOmEgsZ8WNv8IxiQF,"downtempo, jazztronica, trip hop",1995
Those Little Things,3:88,Wind Layers,Håkon Kornstad,1Gdjs1WDVnGx9xyYV84Q1U,4syAuubONl1aDdvJUNZb6D,,2021-06-25
septemba,3:37,"edbl beats, vol.1",edbl,7ncd26zzbpqgZRroBKmReO,1Ejl8E6kECeq9YIxbHCi3I,indie r&b,2020-03-04
TIBBE,2:42,GISEKE,Bluestaeb,67pW04a6jpdQR2yWqjcfxs,3EVhMsdzVzTUe1I67viGDv,bass trip,2021-07-23
Géminis,3:29,Ascendentes,Orestes Gomez,6XToOxid134FKnslBTQZW1,4wDsQfo6S0LjKnGlI9E0Jm,lo-fi latino,2023-03-03
Bocón - Orestes Gomez Remix,3:37,Bocón (Orestes Gomez Remix),"Raúl Monsalve y los Forajidos, Luzmira Zerpa, Orestes Gomez",6gnd8QrdkjUk18Rk27kWkj,0bsqUIet4EM9msTiAQlvcF,"afrobeat fusion, caracas indie",2021-07-21
Dedicato a Twiggy,2:45,Style,Gianni Oddi,6jkr7vmHa8d26PsZVu5pvu,3rBYtQQ1zguHEE7grrCuW8,italian library music,2014-06-27
Outer Space Jazz,3:69,The Soul Surfers Present: Igor & Romeo's Sound Excitement,The Soul Surfers,1UST9Gt4W7PFIPrBuxTMP8,7zTrStOv4aSrVbI6gjO0Kq,,2022-04-29
Knowingness,8:19,Knowingness,Jasmine Myra,3OOAxdMJCLi7iAurDghYyK,46EiTY1T8jliKTFvGkBpBO,uk contemporary jazz,2024-04-12
Traveling Blues,3:87,Broken Open,"The Human Experience, Lights In The Sky, Mal Webb",1NWjumiUC54F8S21p2W6cG,4V7zPH26hd6RHh08yrNNJA,"high vibe, world fusion",2017-02-14
Rain,1:83,Rain,Dennis.,5Nmw5gyMbpXMFfQPA5J9xM,5IdWeySoPckkxi0eLEVktF,,2023-12-22
Slope,4:12,Bad With Names,corto.alto,5Kd7e5lauV4CDdTHm5uiJH,62MpaARdfMHnZEXL1Lsqt3,"scottish jazz, uk contemporary jazz",2023-10-06
Undervandssangen,2:95,Dine Pæne Øjne,Alle,40HnaCFtcK8jYLnQWovMre,4pKahm79S64HlwugGbgAMJ,,2018-03-01
She Raised Us in Sunset Park,7:17,Street Dreams (Deluxe),musclecars,1Rd3VMOwsZQjTxWaYZYd1R,0SvzCtTb5CTDRoLQFe1z84,nyc club,2021-06-25
Return to Salvador,3:53,"The Globeflower Masters, Vol. 2 (Deluxe Edition)","Glenn Fallows, Mark Treffel",0kiAK0PNQQZY7Ktn5JK2hn,4jfL2KCyZ3K42B73y6YX9i,,2023-09-22
Rock a Nore,3:63,Other Times,Palm Skin Productions,36fOUxKPHF3Hi5SsB1T1lY,18YUMGdFg0I4Lqa491CI7C,,2022-05-06
Shelda,5:44,Everything,Smoke,4nDJr83m7LYVwCg8zabvKL,2vSeCKkxO38zQv8d4qTI6J,,2015
Like A River,7:82,Like A River,Muito Kaballa,6eqRMXi0xd2nml7yvO7gjW,3rtdFfNusCZXo9xFXc2gl0,,2023-09-01
Bumpy's Lament,2:77,Shaft,Mack Browne & The Brothers,4oQ1RtRdvA4mv8UT8Ymx5s,4NjkEV73680bzXslRA0zPI,,1971-01-01
Honey Flower,2:56,Honey Flower,Den Dala,2aQ3bC2gG3TmUzuYBO2FWV,3tqZkgkWC3h8NLvd7YJGZg,,2024-04-12
Red Petal,2:91,Superego,Scrimmage,6UHfKPCRvV71AwZuCoIYO6,4EgawNmFkG9WNXHFAaoSg8,,2022-12-09
Easy Rider,4:99,You Become the Mountain,Jeffrey Silverstein,0X7vWupejzA2A8bwITrWot,6ZjouPXpc35yF4cBwJLDs7,"cascadia psych, pastoral",2020-04-03
Jimmy's Lament,3:07,Projections,Romare,6d1HqiWNEKV9zFqQM9WeYo,3zzU2dSR6LpTlI4zd4Rgzj,"electronica, future garage, indie soul",2015-02-23
Colours,2:41,"Braille, Slate & Stylus",The Natural Yogurt Band,6EKAnJX0ELDyHUq5JBMVRr,6PdcrNVIK9UvaXb3Yg0KFq,psychedelic jazz fusion,2019-05-10
Space,2:29,Space,"Claudio Suriano, Miguel Atwood-Ferguson",0De3Dvr1ay9ZwNeIbpX0c8,0EmF8R9fES9QpDgmrHCkLI,,2023-02-03
Ten Foot Flowers (Glass Beams Desert Flower Edition),5:31,Regrowth Rearranged: Ten Foot Flowers,"Sampology, Glass Beams",4si18qS80CBDvSo59qthZJ,68Y2l9d6SCBdm2g2qurAQ4,,2022-03-11
Holding Your Heart,3:68,Holding Your Heart,EX GENERATION,7aePbjQ413f884sVyRtQtn,2WAECECNXHxWF6ElsM2PHW,,2024-04-17
Guilty,3:58,Queen Alone,Lady Wray,1plioVQ0mcgAO7uhvWkJJy,6k2kl7wWK57baFDPkpN9It,,2016-09-23
Floatin,2:44,We Gonna Be Ok,Melodiesinfonie,3YndyZk8nVLJKspIBo0nLd,2vwG1IyWZKeEjqiZC6yVqF,chillhop,2022-06-24
I Love Ya Baby,2:15,Shawn Lee's Soulscapes,Shawn Lee,3DkmShHV6P6CezJN6EPmCJ,22H6NZmdrem9m08QSBd9Js,,2022-09-21
Wild West End,4:69,Dire Straits,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,4dKdxly4ji1vfl7sEYuqBe,"album rock, classic rock, mellow gold, rock",1978-10-07
Tribute To Music - Remastered,3:65,Bloomsday (Remastered),Esbe,3Y7Y2CNmpI13IevU3PuzCa,4J0nT7bt6Y0YPlXJXBxN0i,,2018-02-16
Balance,3:54,Origin of Forms,The Diasonics,1cfwYrjzUcxWHAn33VKIOd,2bxjTypA5OPkEliArZN0S2,,2022-01-28
Metamodernity,2:71,Metamodernity,Vansire,6ft7JnxMyZhp7N52qzHymY,1lgZZELIZZwafQJDycr47q,"bedroom pop, rochester mn indie",2019-06-11
Silky Spring,3:75,Silky Spring,Yuuf,3VfdXeAhqukWy1TTimSA7v,4msB9b7MqlE5BJfCY3i8P2,,2024-02-22
Welcome My Love,6:23,Only You,Steve Monite,0EEHriKw0Gzrmb2ZII2apY,6i1wCCG67qBjxBNEDakTKa,afro-funk,2022-04-22
Bleed Out,4:48,Bleed Out,Yasmina Sadiki,4t29fzCiwTpsufS6mOOdgh,3SM80mkyDSUFunGZYE8LUn,,2023-10-31
A Silent Thunder,3:75,A Silent Thunder,"Clément Froissart, Domenique Dumont",7b6v5ZQ3Hg7fPFhchvNoTt,2SFOr4QKWoFMRxtSlJdiGV,"electro-pop francais, french indietronica",2024-03-14
My Thing,4:58,My Thing,Wilfred Luckie,1DOptLNwDd7yKYCUlnS1tJ,7pkdTeedt1blfd6PTFGcR6,,1978-01-01
"Lou's Tune - Remix, Tammy Lakkis Remix",2:97,Happiness,"DARGZ, Tammy Lakkis",0AggcZhPMyJglaaruoxJpN,5b0Hzsa9VcJDfDlycOLjBc,,2023-07-07
Deja Vu,4:71,Deja Vu,"Virg, Pleasure Business",1Sh9y6cCNLwLvBTJSDAkJ0,7GPkg0aoFJ11VZzpMzsk2T,,2023-12-18
Forest,3:43,Journey Test,Purple Decades,08lg5wRQNrKKJZzvWTynlv,45P14PPyN1or3llI8OH0jN,,2023-01-27
I See Myself,3:01,3D Country,Geese,0WCo84qtCKfbyIf1lqQWB4,475CtqaU2OY24xBvIekWV6,crank wave,2023-06-23
Emerald,9:12,Emerald,Don Glori,1CAzM4msiLBgUGxFkIroYo,7JyImWlAlQsxO97qsZyEm8,,2024-04-05
Sun Soaked,1:89,Lotus Gate,Kainalu,7s21yzsQI5NDymc5KNHkXc,5HI71BMzY0uk6bisEUKu85,wisconsin indie,2019-09-18
Satellite,4:11,Painting the Roses,Midnight Sister,79CshY6jZ3VzduOOSCRhm4,08QA8Et6U6Gv6oq94Bq9co,la pop,2021-01-15
Angels Fallin',3:64,To The Dogs,The Underground Sound Society,67t9Weduz8CCEo52AeTxTK,3y0SBf0N6ekEBWGWdvdhYE,,2023-07-21
Gone Like A Flower,3:91,Gone Like A Flower,Club Kuru,1AdQnmF6taa106PwtUBK6O,0Qorea0Vy2cj2MGk2nBub4,"neo-psychedelic, vapor soul",2024-02-28
Human Race,3:1,Human Race b/w Grey Boy,Human Race,3xPRqzkCilihoKpF9OzzRn,2MQtrrmGaJ4ItjcyqidCX3,,1971-01-01
Slight Fade,2:14,Dr Moses Love Hospital,Moses Gunn Collective,66riSKDVOc3vPkeyju0q0o,0gqZlpYVxQ6MUMPdeVfZix,"indie garage rock, neo-psychedelic",2022-06-16
I Don’t Think We Should Wait,5:01,Let The Morning Come,sir Was,2pRRvc1D9seqK4txoe8laT,12ySkPb2h3FzGyc1gDGAjs,,2021-10-15
La bataille de neige,3:91,Comme ça,Domenique Dumont,6kNluNBHa4sh5BKIvyiDgf,55YrEqkp3Qrnue9WXHXo8t,"experimental pop, fluxwork, fourth world",2015-06-22
Never Too Much,5:57,Never Too Much,Derrick Cross,6I1iG31JINGQPgGPBLHFil,3PRWhJpvnFyxeJFq95lzhW,,2021-02-26
Love Misunderstood,5:03,Nassau's Discos,Muchos Plus,12ydHi0pJriov7A7yJGHEE,2lVUphTh2f1vixIGWto24L,,2021-02-05
Let's Talk About It,2:87,Let's Talk About It,Family Company,68TMIdW3csuFrzKleLKrM0,2XdXLh1dJ9qKMREv1EnbPA,modern funk,2023-06-23
Bar Mediterraneo,3:07,Bar Mediterraneo,Nu Genea,77J3V0V7sEOf5ifCDBSNaJ,2OeKJLLD5jcYMgJAExURqS,"indie napoletano, neapolitan funk",2022-05-13
Sunshine,2:08,Flowering Jungle,Monster Rally,3DtnSKmpjFGUzZcccWfG43,0hF86j2MXiUo8UBPUW8Aiz,instrumental hip hop,2017-12-15
Be Thankful for What You Got,4:56,Reel to Real (Deluxe Version),Love,3Q6OOkfssqoMSTtl11J5Uk,55SUyh2rkdGh40pAa1f0J0,"acid rock, folk rock, psychedelic rock",2015-11-27
Trustt,2:24,Honeycomb,Jitwam,3yg8VEfEzpr8T9NkiEsycS,4q6t2qUYy2bp5sqwXSXldc,"indie jazz, indie soul, lo-fi house",2019-05-03
I Wonder,3:54,I Wonder,Alyx Bell,217OtKac0trbd1cms9Dleh,70YBkMfcmGITl2VvlfogFf,,2024-03-27
CAN YOU FEEL MY EYES ON YOU,4:29,CAN YOU FEEL MY EYES ON YOU,FELLAS,0tPp444HptUz3awCO8IAB8,2FKEMoOizNERcpiIzw6SIU,,2024-03-27
Crystal Cylinders,4:02,Crystal Cylinders,Mike Sanders,4JIRxoGqCQ4GzhTxyPl9di,2NxrtZIWaZASv3FQmoSSoD,,2022-11-21
Corner,3:3,Life Happens to Us All,Five and Tens,1iSGeNaCZKmv5B9pHEwWoi,5hyrGVUBHS1UJzfzTnZs9e,,2019-08-15
Kushimoto-Bushi,3:32,Chiemi Eri,Chiemi Eri,1nnACYa4vyzvnKIvmcJnoU,5kVgIQQtAmiQvtbHASW7LL,enka,2016-05-27
Disney G Funk,3:28,Vitamin D,Cousin Kula,1TuDUmw1jUuY1V5s78TNHd,6z1uF2PNhKa6UlTHaiCaAS,bristol indie,2024-03-15
Black Linens - Radio Edit,2:74,Dangerous Waters (Radio Edits),BoomBox,3UBLa2huRORV0HmGQq3fGs,7j7U7KO0cVy5mdWe9wkxvZ,jam band,2024-03-01
Keep Moving,4:33,Soul Supreme,Soul Supreme,3EIBaQfCxQvOXkNh4rywTy,2kurMsZCVUImynJLPgGEoA,,2020-10-23
I (fuck) Mountains,4:71,Pink Mountaintops,Pink Mountaintops,1g58rJkJZVaUGMUTHTZmYi,6dh7W6879OVjBOTeXLKEra,"canadian psychedelic rock, vancouver indie",2004-07-20
Ayé Go Mila,4:68,Albala,Samba Touré,3XHp0LmHYLkVBPsH3B66zi,2ATFSmZ538NkNHgLM95YFH,"desert blues, malian blues",2013-05-03
Albala,3:19,Albala,Samba Touré,3XHp0LmHYLkVBPsH3B66zi,2ATFSmZ538NkNHgLM95YFH,"desert blues, malian blues",2013-05-03
Fools Gold,2:93,Life Happens to Us All,Five and Tens,1iSGeNaCZKmv5B9pHEwWoi,5hyrGVUBHS1UJzfzTnZs9e,,2019-08-15
Tsukikage No Nagisa,4:52,Tokyo Riddim 1976-1985,Miki Hirayama,2wW1j6pXi3HCiUhdZgFLBb,5qket2Lo1MCr9Ihj1kjxhl,kayokyoku,2023-07-04
Los Sardinas,6:08,The Great Abismo,Family Time,352Sj3QLwdoQXj3eLhwMHZ,4cebtrc9vHdhsb595bofFk,,2019-09-27
FRENCH BOSSA NOVA,3:84,FRENCH BOSSA NOVA,"Ladji Mouflet, aupinard, gracegrace, Chezile",2NNTIDSDRlsf4lzYW9fpKm,1U25ArvtrbFkbAgke4NltV,,2023-08-25
Goodbye Honeymoon Suite,5:74,The Great Abismo,Family Time,352Sj3QLwdoQXj3eLhwMHZ,4cebtrc9vHdhsb595bofFk,,2019-09-27
Hai Van Dub,5:02,Selva Y Mar,Tati Falco,2iaZ9zGdSh6fSP3uBS6jV6,1Mw3piVMb5yMP5bu8Bu4Is,,2021-05-21
Frisco Blues,4:13,Cristal Medium Blue,Lewis OfMan,1hkRfKGoJisJDbo6eSf1pg,5wOsAojJKCvanW8gkgjVxC,"french indie pop, french indietronica",2024-02-09
ugi,5:11,strongboi,strongboi,2ygluM9w0lmulZrMJ1pI0i,1SMqO3mYNla8IxJIEFkQ7A,,2023-02-17
Shimmer,2:16,Cortège,LuSiD,2rlKjyxXdNCtoa78zgB2C6,6ePtn2OiFHDh36KmiXkaLk,,2019-12-19
Don't Wait,4:78,Prism,Say She She,1WGb8nCPGJA0RyriSDIQfC,7FYVjCHeJAhgDi2zFmDV3n,,2022-10-07
